0,0,1
2,0,0
4,0,352
6,0,5632
8,0,111744
10,0,2545152
12,0,46413824
14,0,835923968
16,0,14873276416
18,0,250694074368
20,0,4095839797248
22,0,65215509037056
24,0,1004307477954560
26,0,14996715327193088
28,0,217789304768823296
30,0,3075254779761393664
32,0,42240670310856654848
34,0,564753802808438816768
36,0,7346955896886143221760
38,0,92944377236256309903360
40,0,1142995028917414994640896
42,0,13658180670654212269408256
44,0,158503269206197296735191040
46,0,1785193170066548862138449920
48,0,19493869159044981751084482560
50,0,206085148008164816882851905536
52,0,2105321557323349526533984223232
54,0,20737550792534569231374371258368
56,0,196477000746998727907696143499264
58,0,1786019122028492006679599715975168
60,0,15537777748705368055990088997273600
62,0,129049921325083638348297183216795648
64,0,1020860167256270327994109904988143616
66,0,7673949688657696842083999953492901888
68,0,54693724317238066796776855654929268736
70,0,368757007903632575574973176960402849792
72,0,2346492921470596184016682460169405202432
74,0,14057839983139009086986735503280110043136
76,0,79089125978646508092342297480339623247872
78,0,416688916113603896677201787534358609920000
80,0,2049808109584259143353208000799552674201600
82,0,9385172772115317393029679359991353786236928
84,0,39861066581252408406789557560147768888000512
86,0,156508619430570504634817792336181446924304384
88,0,566112504494753738179951669207295217459265536
90,0,1879963233985910972718480015727376986047250432
92,0,5712343559591985325074541443330594681774931968
94,0,15829285860726558415253966519816939724462882816
96,0,39871518758941917064512383532677920295827275776
98,0,90984196323034476539656216338607991022570962944
100,0,187433034627271090063126427024730991661873627136
102,0,347254503720818594807929026066993882942146609152
104,0,576121459303520028221893831639894599380701806592
106,0,851724460105916256771732992569040065598976950272
108,0,1115477229006796770824934782776722108032089063424
110,0,1285043971682577722348878855575590152439907483648
112,0,1290797840722376403670792564000325323420961079296
114,0,1118044687524181410763775586195742926613126316032
116,0,823130636744254593125573351726383521261441515520
118,0,505277546256930536147874623418393156861074341888
120,0,251775735864524342295445579398217707706950615040
122,0,97904655913191179423971518289128724266410311680
124,0,27892496428818194516594404277461074690032271360
126,0,5182482933383976089393524228002636252712009728
128,0,471681553452885091690491512130876542231248896
