0,1,1
2,255,4
3,255,16
4,255,16
4,64770,4
4,65025,6
5,255,8
5,64770,24
5,65025,56
6,64770,20
6,65025,148
6,16451580,8
6,16516350,12
6,16581375,4
7,65025,216
7,16451580,16
7,16516350,120
7,16581375,72
8,65025,192
8,16516350,396
8,16581375,348
8,4195152900,30
8,4195282695,4
8,4211669250,12
8,4228250625,1
9,65025,96
9,16516350,552
9,16581375,808
9,4195152900,216
9,4211669250,192
9,4228250625,40
10,65025,24
10,16516350,384
10,16581375,1248
10,4195152900,564
10,4211669250,1080
10,4228250625,340
10,1065568836600,24
10,1069763989500,36
10,1069797087225,12
10,1073975658750,4
11,16516350,120
11,16581375,1368
11,4195152900,600
11,4211669250,2832
11,4228250625,1152
11,1065568836600,192
11,1069763989500,480
11,1069797087225,48
11,1073975658750,120
11,1078203909375,8
12,16581375,1072
12,4195152900,246
12,4211669250,4476
12,4228250625,2374
12,1065568836600,408
12,1069763989500,2256
12,1069797087225,48
12,1073975658750,1052
12,1078203909375,148
12,270654484496400,24
12,271720053333000,52
12,271728460155150,12
12,272789817322500,14
12,272798257242375,12
13,16581375,576
13,4211669250,4656
13,4228250625,3472
13,1065568836600,240
13,1069763989500,5592
13,1069797087225,24
13,1073975658750,4168
13,1078203909375,768
13,270654484496400,96
13,271720053333000,648
13,271728460155150,72
13,272789817322500,352
13,272798257242375,120
13,273863792981250,24
14,16581375,192
14,4211669250,3120
14,4228250625,3864
14,1069763989500,8172
14,1073975658750,9336
14,1078203909375,1964
14,270654484496400,96
14,271720053333000,3036
14,271728460155150,60
14,272789817322500,2592
14,272798257242375,300
14,273863792981250,396
14,274941996890625,24
14,69016893546582000,72
14,69019028879408100,24
14,69288613599915000,28
14,69290757339563250,24
14,69563555596805625,4
15,16581375,32
15,4211669250,1248
15,4228250625,3424
15,1069763989500,7104
15,1073975658750,14216
15,1078203909375,3304
15,271720053333000,6960
15,272789817322500,9488
15,272798257242375,432
15,273863792981250,2352
15,274941996890625,248
15,69016893546582000,720
15,69019028879408100,48
15,69288613599915000,568
15,69290757339563250,240
15,69561403417237500,72
15,69563555596805625,96
16,4211669250,240
16,4228250625,2416
16,1069763989500,3504
16,1073975658750,16144
16,1078203909375,3984
16,271720053333000,8412
16,272789817322500,20926
16,272798257242375,384
16,273863792981250,6744
16,274941996890625,822
16,69016893546582000,2832
16,69288613599915000,4132
16,69290757339563250,792
16,69561403417237500,996
16,69563555596805625,456
16,69835267210218750,48
16,17530290960831828000,48
16,17599307854378410000,49
16,17599852364249065500,60
16,17600396890966463025,6
16,17669143121588628750,12
17,4228250625,1312
17,1069763989500,792
17,1073975658750,13968
17,1078203909375,3512
17,271720053333000,5352
17,272789817322500,31656
17,272798257242375,192
17,273863792981250,11784
17,274941996890625,1512
17,69016893546582000,5280
17,69288613599915000,14840
17,69290757339563250,1104
17,69561403417237500,4992
17,69563555596805625,952
17,69835267210218750,528
17,70110209207109375,32
17,17530290960831828000,480
17,17599307854378410000,840
17,17599852364249065500,432
17,17668596467978325000,104
17,17669143121588628750,216
17,17738706677185434375,24
18,4228250625,512
18,1073975658750,9008
18,1078203909375,2224
18,271720053333000,1460
18,272789817322500,34580
18,272798257242375,48
18,273863792981250,13788
18,274941996890625,1780
18,69016893546582000,4632
18,69288613599915000,32076
18,69290757339563250,768
18,69561403417237500,13440
18,69563555596805625,1344
