0,1
9,2
9,12 
9,16 
9,84 
9,298 
10,12 
10,99 
10,127 
10,138 
10,470 
10,563 
10,1673 
10,2043 
10,5482 
10,5606 
10,10869 
11,1459 
11,2829 
11,4611 
11,6569 
11,11984 
11,22626 
11,46457 
12,73760 
12,131566 
12,255426 
12,503300 
12,971052 
12,2118213 
13,4623640 
13,9849332 
13,19670427 
13,37783009 
14,67670502 
14,115136927 
14,182759798 
15,275518253 
15,388234114 
16,517925648 
17,644238519 
18,758861540 
20,832807463
