0,0,16
1,0,128
2,0,1152
3,0,5120
4,0,39680
5,0,216704
6,0,1593408
7,0,8299456
8,0,53188224
9,0,283913856
10,0,1679556288
11,0,8479771712
12,0,46532430112
13,0,235768069888
14,0,1253706267168
15,0,6154343395072
16,0,31087161417472
17,0,149995918805376
18,0,734958432634752
19,0,3442256233087552
20,0,16223618919180192
21,0,74333893673671872
22,0,341078760697285792
23,0,1520579608671872256
24,0,6755248008410073392
25,0,29403902514024888704
26,0,127294221577772119552
27,0,539238057402015851840
28,0,2263720505136762615152
29,0,9333947668265132159040
30,0,38105618425486772818112
31,0,152646400045332650069952
32,0,604121245652097770803968
33,0,2350314646350494266527872
34,0,9027874096352779297997056
35,0,34041208206101115632832576
36,0,126438953802963296543693344
37,0,460968107473258824198884416
38,0,1653171002371430153491885632
39,0,5806529097627979562984984640
40,0,20001639943800748346701386896
41,0,67357969854141301214082671616
42,0,221957411402447457131540354624
43,0,712974571566334020588369776512
44,0,2233340222831605859210329984464
45,0,6800932430087799990049969988544
46,0,20138691212585135821170853940000
47,0,57770473549008512746698592214976
48,0,160472849804807717887488569525232
49,0,429982958562793652637852884545152
50,0,1111168640802317704498414169056480
51,0,2757275113625275013908992961999936
52,0,6563107660022735695467510226780496
53,0,14893150817981295258233832878252288
54,0,32171427451617918890573511645473536
55,0,65697423173348793435976747587709952
56,0,126900475496674199852672302835060112
57,0,230277144582228847554524886814367104
58,0,394339363871245425682111447916870720
59,0,631959539114171685086384965728957056
60,0,957815863041719001827665521826526336
61,0,1352648182933526884519754393929221696
62,0,1819839073721389918011479059705664544
63,0,2257991031048918187737920202301823296
64,0,2715988985652272024033408427090093104
65,0,2929539058472581986336941796370992384
66,0,3203867288760733173339824925014223424
67,0,2912219610580387552439372902125720000
68,0,3013567858075744561299038912344621216
69,0,2146640188569404562325084258906914560
70,0,2270596252437584842186760218480033600
71,0,1111055248671944342554592417350456960
72,0,1342245424092250486711075666986706192
73,0,373810195336535953780794504237207296
74,0,586328897319116571348907877222928000
75,0,72313793573105390462889794053579264
76,0,172441419405021172970765412813700992
77,0,6048195573510958067418514698707968
78,0,29760968704534159554233632578557440
80,0,2245113650911784945751426079457536
