0,0,1
2,0,24
3,0,96
4,0,372
5,0,2304
6,0,8672
7,0,35328
8,0,145890
9,0,529184
10,0,1925928
11,0,6805056
12,0,22927320
13,0,75707904
14,0,243196296
15,0,759429088
16,0,2318202591
17,0,6913190592
18,0,20160033784
19,0,57573999648
20,0,161111521296
21,0,442127231392
22,0,1190681566296
23,0,3148657022016
24,0,8180735090510
25,0,20893683002208
26,0,52480162317744
27,0,129694548972064
28,0,315474319241628
29,0,755577065465280
30,0,1782421808891432
31,0,4142779106197152
32,0,9489539297503251
33,0,21428085424722016
34,0,47710133515584096
35,0,104766655739783520
36,0,226939124778085568
37,0,485010683227248096
38,0,1022879003180365296
39,0,2129107854657796000
40,0,4374569488905002256
41,0,8873517398772789024
42,0,17771854639687041312
43,0,35147556472856945952
44,0,68647942579824876504
45,0,132425097421014133984
46,0,252324761188939216992
47,0,474929176061014852320
48,0,883092567284428273480
49,0,1622249042629338405984
50,0,2944319430482582253456
51,0,5279920701876407438112
52,0,9355367067070974215712
53,0,16379404652224084857504
54,0,28336697696254663144608
55,0,48441925428292148817312
56,0,81831225733360764078444
57,0,136597902402256834572896
58,0,225317826074532318360192
59,0,367257219147167559947232
60,0,591510779902277065150640
61,0,941378754456139959117024
62,0,1480352244389385706313328
63,0,2300127686036772420318112
64,0,3531100426478162243987877
65,0,5355774888265289955740832
66,0,8025451141940262148042360
67,0,11880377053259934447558144
68,0,17373262504545918818772588
69,0,25095611659034271520357344
70,0,35805724704490695456336288
71,0,50456453911858669968891744
72,0,70219899664866808105104146
73,0,96505266598563498215212800
74,0,130965177913927268430337752
75,0,175485022309399744036635744
76,0,232149576593304675226839912
77,0,303181423463428000782866976
78,0,390846776339083134368962920
79,0,497326391848769829157506048
80,0,624552359968427495759394249
81,0,774015631466295427121260576
82,0,946553907848250028276983336
83,0,1142134514404269061471475136
84,0,1359651450294682197229933240
85,0,1596759180391893713546651136
86,0,1849767093540494505303118824
87,0,2113617201317227416434400992
88,0,2381963152433121403830634818
89,0,2647360956870305656398501696
90,0,2901571418901275932373673568
91,0,3135962161480353788516556096
92,0,3341984726607324877234157844
93,0,3511691268562103313103391648
94,0,3638247541636878270441141624
95,0,3716395653158476191729646272
96,0,3742822264131652969888062638
97,0,3716395653158476191729646272
98,0,3638247541636878270441141624
99,0,3511691268562103313103391648
100,0,3341984726607324877234157844
101,0,3135962161480353788516556096
102,0,2901571418901275932373673568
103,0,2647360956870305656398501696
104,0,2381963152433121403830634818
105,0,2113617201317227416434400992
106,0,1849767093540494505303118824
107,0,1596759180391893713546651136
108,0,1359651450294682197229933240
109,0,1142134514404269061471475136
110,0,946553907848250028276983336
111,0,774015631466295427121260576
112,0,624552359968427495759394249
113,0,497326391848769829157506048
114,0,390846776339083134368962920
115,0,303181423463428000782866976
116,0,232149576593304675226839912
117,0,175485022309399744036635744
118,0,130965177913927268430337752
119,0,96505266598563498215212800
120,0,70219899664866808105104146
121,0,50456453911858669968891744
122,0,35805724704490695456336288
123,0,25095611659034271520357344
124,0,17373262504545918818772588
125,0,11880377053259934447558144
126,0,8025451141940262148042360
127,0,5355774888265289955740832
128,0,3531100426478162243987877
129,0,2300127686036772420318112
130,0,1480352244389385706313328
131,0,941378754456139959117024
132,0,591510779902277065150640
133,0,367257219147167559947232
134,0,225317826074532318360192
135,0,136597902402256834572896
136,0,81831225733360764078444
137,0,48441925428292148817312
138,0,28336697696254663144608
139,0,16379404652224084857504
140,0,9355367067070974215712
141,0,5279920701876407438112
142,0,2944319430482582253456
143,0,1622249042629338405984
144,0,883092567284428273480
145,0,474929176061014852320
146,0,252324761188939216992
147,0,132425097421014133984
148,0,68647942579824876504
149,0,35147556472856945952
150,0,17771854639687041312
151,0,8873517398772789024
152,0,4374569488905002256
153,0,2129107854657796000
154,0,1022879003180365296
155,0,485010683227248096
156,0,226939124778085568
157,0,104766655739783520
158,0,47710133515584096
159,0,21428085424722016
160,0,9489539297503251
161,0,4142779106197152
162,0,1782421808891432
163,0,755577065465280
164,0,315474319241628
165,0,129694548972064
166,0,52480162317744
167,0,20893683002208
168,0,8180735090510
169,0,3148657022016
170,0,1190681566296
171,0,442127231392
172,0,161111521296
173,0,57573999648
174,0,20160033784
175,0,6913190592
176,0,2318202591
177,0,759429088
178,0,243196296
179,0,75707904
180,0,22927320
181,0,6805056
182,0,1925928
183,0,529184
184,0,145890
185,0,35328
186,0,8672
187,0,2304
188,0,372
189,0,96
190,0,24
192,0,1
