0,0,1
2,0,1020
3,0,4080
4,0,653310
5,0,5197920
6,0,407053440
7,0,3453091680
8,0,209727277305
9,0,1906444566000
10,0,89597935015200
11,0,926269051158000
12,0,35197354011333150
13,0,368554634398065600
14,0,12299090403554988300
15,0,126013326232021750800
16,0,3728631393942483294900
17,0,38816437807266734250000
18,0,1018500116438511899176500
19,0,10312647499127256600492000
20,0,247182585633226758486210750
21,0,2309294791635481742255082000
22,0,51185080087475684721294204000
23,0,449019301668672354868350666000
24,0,9091824106250465448072383237625
25,0,73213693318962715827093960600000
26,0,1358028741790931281759745645310000
27,0,8689267557936724811215223905200000
28,0,150969439390198746152059932123438750
29,0,620837291400742947384685355544810000
30,0,10290262545109656632364249249831892500
31,0,19436196820906541563426625800568040000
32,0,309773970719541937739954035278692150625
